WorkerId,Years,Experience,Department,Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,SensorReading_8
Worker_0001,26,3,Packaging,8.587425630578137,21.452830657745192,33.96544306408732,44.79114746085254,56.63067018294162,67.85223848560544,70.95418448285167,85.42842856294152
Worker_0002,53,30,QualityControl,36.00446350034101,45.008979000731216,59.069334779883256,69.5549865703425,85.6773493056746,86.82735323706338,98.47628334326366,108.29503871246288
Worker_0003,22,1,Maintenance,9.652198096903028,19.525505707038963,31.08877338266098,40.970419302402206,50.070241853297496,55.18966760718278,72.90585445572417,80.09589951932749
Worker_0004,27,7,Maintenance,16.86044116795674,20.235419228497893,41.01355236740371,47.980707855710776,56.13120175404336,65.99131266482087,71.49609837401431,85.37110753273033
Worker_0005,38,5,Maintenance,,24.274347671608105,31.356669514200576,38.6840004638651,54.41983078839213,61.61660649627897,77.21149354212717,87.34411072827616
Worker_0006,36,11,Maintenance,17.59430867961175,,37.5285377102524,47.14751603848799,62.80186296413399,68.24074501311536,85.38597806611253,93.93764599222604
Worker_0007,59,34,QualityControl,42.86994743937342,52.3743982769088,71.16966446487316,72.45095122074622,81.96740624866212,89.99523221279686,105.08837432632924,116.64060078457065
Worker_0008,34,1,QualityControl,7.537260076456954,18.99068297563972,31.194681901513558,37.81349591638561,51.77824162729952,68.36822474279181,68.88192433559774,78.84029128709949
Worker_0009,32,7,Assembly,18.90130124408434,28.33899998614972,38.126769937181905,44.58650058000939,51.15861964344748,70.04502436434332,79.90634878804629,89.13491566078929
Worker_0010,54,15,QualityControl,28.849563846890845,32.66401918907729,48.41266347608949,55.859458256028674,67.17858101821595,74.27718711168068,81.23639162009798,104.64602764466596
Worker_0011,49,5,Maintenance,12.149560689710938,18.441363976184554,38.864866131049055,41.793060657144814,49.47618223682335,63.538369357718004,73.44181862708574,84.9793994424757
Worker_0012,30,6,Packaging,22.599828991468556,23.131465863468673,35.77936966396286,44.820179323195525,56.0820037304103,63.399005987557864,75.69345353770785,88.11461961206076
Worker_0013,53,13,QualityControl,22.99542384993883,31.310037649888635,45.78861868381619,43.848659741044216,66.97290812086797,67.94119873001836,84.55322131697169,98.65598609012295
Worker_0014,53,20,Logistics,27.575569347264548,34.36454058272183,49.758150489335115,63.1325867927703,67.52431745290045,74.58190010025777,84.25667132655691,103.45027756447647
Worker_0015,32,11,Assembly,23.906165609615606,35.12486124920636,41.506568372501,54.478774346453775,70.83975884678189,75.23857886473826,85.10473995052314,92.74908311673381
Worker_0016,47,13,Assembly,24.331812370684727,33.949356479488955,40.85925167941978,53.21026360040536,63.87967168013201,70.26749570375237,84.42950095819212,100.74169724919481
Worker_0017,51,8,QualityControl,17.102410905213723,23.4967739761222,38.82565105391548,44.40659827869089,59.89506178443956,70.05433855425801,77.2095086938773,87.56781143127418
Worker_0018,24,3,Assembly,16.288906742561732,19.916608872818998,26.536824604169976,43.44386434221225,56.8382512384919,65.53161774951393,72.86679858645151,78.21929780122909
Worker_0019,41,16,Logistics,,33.39462189138307,50.90416015563099,56.325747944144986,70.64504207088076,74.04749573035659,86.78695724333868,97.28655312307657
Worker_0020,22,1,Logistics,8.06660047831122,16.934323918704465,31.808974512198837,43.46554024228303,52.269200591265744,,64.59396034708969,81.94638168574717
Worker_0021,21,0,Maintenance,9.743904032835736,21.83405865550709,31.361209710857548,39.55570772448121,51.90910824371065,59.95450425555969,66.5314081404897,76.11133906877257
Worker_0022,27,3,Maintenance,11.7703651438556,21.259492706949114,25.97240915178096,40.08820291052707,53.2134543612046,61.14298025468329,69.9323559788204,83.60641364903174
Worker_0023,37,8,Maintenance,20.196966700369494,29.363570470579134,41.467725539206235,51.26779030852123,51.751423997824574,68.11247476571936,77.80830886701152,88.99444354270923
Worker_0024,23,1,Maintenance,5.986678785956152,22.332907064016528,32.011051848013615,38.628497065203206,48.10000317264129,65.76404392162537,70.78718465023992,79.8926378777262
Worker_0025,36,4,Logistics,19.527187752967873,19.299858506891997,,42.00646942777142,52.685329847461645,67.91985990032839,73.80766466587094,83.85656140511574
Worker_0026,54,23,Packaging,32.33020199506489,34.37209605596444,56.109154604847255,60.366288854669676,73.9222547016623,80.96003734584453,92.84950050592845,102.7442016500942
Worker_0027,34,2,QualityControl,9.872843155022188,20.384459946216552,33.817925541930855,40.24004350291391,51.5308365567661,61.665680223944086,73.56146893479074,
Worker_0028,31,1,QualityControl,18.18577188855456,19.077411265066377,31.113747632403097,44.35037866498509,50.9688084875711,59.4278240604408,68.97648115855732,83.73828748988295
Worker_0029,48,28,Packaging,36.46384004899863,44.92471775353251,61.14358339934168,66.97757332957312,79.61830678259246,82.94042798913055,99.05207814796805,111.57322605544478
Worker_0030,44,0,Packaging,9.972705854228952,17.16042423166543,29.8606488361473,39.11644532391715,45.0345281401157,62.2381414553556,,76.6577905459277
Worker_0031,21,0,Assembly,13.917736109306883,23.549798950050455,32.56948107553605,40.644298813117125,46.32817892506297,60.099259420666954,69.46919658787404,85.75333821200289
Worker_0032,45,22,QualityControl,30.71679066023914,38.58110650898107,54.62846803399479,61.24308528202323,73.00763313314383,74.6527367336646,91.63181316112953,107.56177384252545
Worker_0033,59,2,Logistics,11.086818833652266,20.313060885893016,28.646828614147264,46.92621227407535,52.61753897011449,57.947549595293474,73.09850303276951,80.01389226912403
Worker_0034,42,18,QualityControl,29.02566148348585,36.50951766650491,46.82085417755551,52.392033330064095,70.58922340059748,76.92108421348294,91.09358008822221,101.87836822669443
Worker_0035,54,21,QualityControl,36.9034875895003,36.69196768602453,49.88652033425786,51.969067867618605,67.92306381781424,78.55679061459077,89.20319628347804,104.46738027302126
Worker_0036,34,1,Packaging,14.880086196134572,23.5955192979534,27.523753009181224,39.08323654178497,51.45995115286602,59.87029725355217,67.20768167249774,82.50389002521123
Worker_0037,29,5,Logistics,13.80815096302948,20.21244521606543,36.15539449306346,,57.340529581650536,60.84362609825447,74.85858130877146,88.30043772392409
Worker_0038,22,1,Logistics,11.588610133492017,21.403281702727448,34.17394519799472,34.733024302036156,52.397895858652106,61.959050761482104,72.00140540422717,82.34787811319882
Worker_0039,32,0,Assembly,,19.12330600851154,28.24285534198534,33.146233313749036,50.0062506703396,59.48395958933264,71.19695721095026,78.25435457200527
Worker_0040,58,18,Maintenance,30.96331973450571,34.554197208236474,50.91924722186293,61.79094419936982,68.79515494995044,73.5304124628203,92.45268332916301,97.24249255901955
Worker_0041,36,16,Maintenance,24.379062026738087,33.073912285883424,51.862626028375814,51.532402470744366,69.32278011185504,75.36880823873975,82.34833793497354,100.28653053336879
Worker_0042,52,19,QualityControl,29.358058321958126,35.761127287756636,43.79523520865101,54.65753757297138,,77.44863471843256,,104.4702963686615
Worker_0043,41,9,Logistics,19.620096148103453,29.946062816460916,43.15295086230868,48.81347894872736,58.91973226707883,65.13302721222517,78.03518619920455,91.4770298459542
Worker_0044,47,21,Assembly,26.67380932064176,35.62083690390024,51.487550341753476,63.87029616690943,67.20936649668981,80.43632313956492,98.29918066413441,96.92351641143485
Worker_0045,47,11,Logistics,20.753923606275546,26.399334891591728,41.81370941175327,55.37985546691091,,71.42607794113903,85.92272507686064,92.66148687658344
Worker_0046,35,7,QualityControl,11.783280920397836,26.306338247247908,40.06866591306694,47.77437972167669,56.09153260830557,68.58698573782671,77.28890052806184,85.5080790849946
Worker_0047,27,4,QualityControl,,22.060372401203455,32.606978107748645,46.045774599850894,51.61859670542801,63.17738719559077,73.19421220917145,88.63932960726429
Worker_0048,25,3,Logistics,9.644539616348595,25.79236925693641,31.20144518983293,39.98971375809312,57.12465026434961,59.03300931430691,71.93371804611009,85.78214724838593
Worker_0049,35,5,Assembly,13.860177137193533,19.268901355235307,38.37613303305633,45.335047962651835,57.08648887438598,64.90195837993042,75.07414267444689,84.96431064288464
Worker_0050,52,0,Logistics,10.6426075198896,23.36201011771903,29.817513897668885,36.842485117268275,50.88421352997249,62.39786712375135,68.3948189764859,78.80749732716923
Worker_0051,43,3,Maintenance,17.612636505919255,24.485585566658976,32.7087222540736,44.06753448445367,50.71953185737559,62.70801508688753,71.13548345961858,81.68053680957165
Worker_0052,55,6,Packaging,17.29619463084989,23.113007835531146,36.59855634413582,43.23153991693074,52.63309725776677,68.64723922558296,78.40167112716367,91.00902637661292
Worker_0053,22,2,Maintenance,9.229167542507918,,31.563577146025466,47.99569386665649,,67.13166654532293,71.13752609158304,84.89223998186226
Worker_0054,32,9,Logistics,16.02055782986607,27.69512781374075,40.28485290888842,48.02915237504156,64.31876829884122,67.3019059733752,79.24101524507391,89.23613002788026
Worker_0055,43,4,Logistics,14.837662035146353,24.089797541891947,34.19239827520521,45.64729866650424,53.647489992039105,59.207668171377435,,87.32572309586664
Worker_0056,46,25,Packaging,36.61455012442785,41.99318344718291,53.54057456275267,59.46482965188145,76.12746385998436,82.19014396114869,90.96908249163124,114.98637753259945
Worker_0057,45,13,QualityControl,19.179882212128618,33.962529519564335,42.03711665555531,58.0590727248839,66.65256608388752,73.59093448386844,83.79941833276698,94.68053896508539
Worker_0058,20,0,Maintenance,8.787578279016298,21.43570735986314,30.49384487318702,39.62819038255428,51.94237502068839,,69.39670614261208,80.84013834929289
Worker_0059,46,22,Packaging,33.00510837138538,,57.573125523390885,59.19097090799055,72.96658492508695,71.98103636565727,90.41096315534196,105.7553375986243
Worker_0060,52,24,Packaging,33.65768118986058,39.05822350817465,58.78008803505362,,73.32802081743134,77.96959329165432,93.16040220720939,106.79188468082053
Worker_0061,43,1,Packaging,13.331191787619064,28.298996888669194,32.41911580300484,44.8842692426039,48.656669559782316,61.81509033995304,72.69445800621153,77.89727482546742
Worker_0062,56,16,Packaging,21.05213673706129,35.054964960010274,48.18549236468275,48.429790437881195,69.10309476538681,79.90957707525453,80.61665088240663,
Worker_0063,39,10,QualityControl,19.32023688652067,25.95613024920272,38.630850602754236,46.93337745146671,59.875753802250436,69.179959348402,80.40947411056615,91.08319174869442
Worker_0064,26,4,Logistics,9.119208802722977,24.890835663381047,32.28876255224713,45.22246577695348,57.62023791112224,61.892876768051366,71.66287997041564,83.21152051015768
Worker_0065,43,18,QualityControl,,38.60051958080652,46.530222509600634,60.77157635320784,69.13665826935552,72.12671276811017,92.7396831682351,
Worker_0066,41,6,Assembly,17.14577005025015,25.17458480411245,33.27426684236633,47.95838512815687,60.61427371001859,57.38712642551479,78.0536980575191,85.57327634581678
